SaleLineID,InvoiceID,DateKey,ProductID,QuantitySold,UnitSellingPrice,DiscountAmount,TaxAmount,LineTotal,PaymentMethod
SL00012014,INV202404823,20241129,P000213,2,9.49,0,2.28,21.26,Debit
SL00012015,INV202404823,20241129,P000493,3,11.99,0,0,35.97,Debit
SL00012016,INV202404824,20241129,P000254,2,12.49,0,3,27.98,Debit
SL00012017,INV202404824,20241129,P000788,2,8.49,0,2.04,19.02,Debit
SL00012018,INV202404824,20241129,P000437,3,3.49,9.41,0.13,1.19,Debit
SL00012019,INV202404825,20241129,P000600,3,9.49,0,3.42,31.89,Debit
SL00012020,INV202404825,20241129,P000348,3,3.89,0,1.4,13.07,Debit
SL00012021,INV202404825,20241129,P000619,1,9.99,0,1.2,11.19,Debit
SL00012022,INV202404825,20241129,P000040,3,6.29,0,0,18.87,Debit
SL00012023,INV202404826,20241129,P000746,2,7.19,0,1.73,16.11,Debit
SL00012024,INV202404827,20241129,P000012,2,7.49,0,0,14.98,Cash
SL00012025,INV202404828,20241129,P000645,1,12.49,1.59,0,10.9,Credit
SL00012026,INV202404829,20241129,P000489,1,5.79,0,0,5.79,Credit
SL00012027,INV202404829,20241129,P000133,3,1.89,0,0,5.67,Credit
SL00012028,INV202404830,20241129,P000669,3,15.99,0,0,47.97,Debit
SL00012029,INV202404831,20241129,P000154,2,5.99,0,0,11.98,Cash
SL00012030,INV202404832,20241130,P000115,3,6.49,0,0,19.47,Credit
SL00012031,INV202404832,20241130,P000456,2,2.79,1.12,0,4.46,Credit
SL00012032,INV202404832,20241130,P000575,1,4.99,0,0,4.99,Credit
SL00012033,INV202404832,20241130,P000139,1,7.49,1.12,0,6.37,Credit
SL00012034,INV202404833,20241130,P000789,1,9.99,0,1.2,11.19,Debit
SL00012035,INV202404833,20241130,P000320,3,4.49,0,1.62,15.09,Debit
SL00012036,INV202404833,20241130,P000431,3,2.39,0,0.86,8.03,Debit
SL00012037,INV202404833,20241130,P000827,1,10.99,2.37,1.03,9.65,Debit
SL00012038,INV202404834,20241130,P000467,1,2.29,0,0,2.29,Debit
SL00012039,INV202404834,20241130,P000010,1,6.99,0,0,6.99,Debit
SL00012040,INV202404834,20241130,P000284,3,3.29,0,1.18,11.05,Debit
SL00012041,INV202404834,20241130,P000023,2,7.49,1.33,0,13.65,Debit
SL00012042,INV202404835,20241130,P000463,1,5.69,0,0,5.69,Debit
SL00012043,INV202404835,20241130,P000072,2,3.99,0,0,7.98,Debit
SL00012044,INV202404836,20241130,P000499,3,4.39,0,0,13.17,Credit
SL00012045,INV202404837,20241130,P000781,2,7.99,0,1.92,17.9,Debit
SL00012046,INV202404837,20241130,P000308,3,5.79,0,2.08,19.45,Debit
SL00012047,INV202404837,20241130,P000248,1,9.49,0,1.14,10.63,Debit
SL00012048,INV202404838,20241130,P000186,2,4.29,2.68,0,5.9,Debit
SL00012049,INV202404839,20241130,P000222,2,5.29,0,1.27,11.85,Debit
SL00012050,INV202404839,20241130,P000140,1,2.39,0,0,2.39,Debit
SL00012051,INV202404839,20241130,P000538,2,5.79,0,0,11.58,Debit
SL00012052,INV202404840,20241130,P000656,3,35.99,0,0,107.97,Cash
SL00012053,INV202404840,20241130,P000679,2,16.49,0,0,32.98,Cash
SL00012054,INV202404840,20241130,P000701,2,10.99,0,0,21.98,Cash
SL00012055,INV202404840,20241130,P000113,1,6.69,2.9,0,3.79,Cash
SL00012056,INV202404841,20241130,P000004,3,7.29,0,0,21.87,Credit
SL00012057,INV202404841,20241130,P000580,2,1.69,0,0,3.38,Credit
SL00012058,INV202404841,20241130,P000198,1,1.89,0,0,1.89,Credit
SL00012059,INV202404842,20241130,P000740,3,4.99,0,1.8,16.77,Debit
SL00012060,INV202404842,20241130,P000320,3,4.49,0,1.62,15.09,Debit
SL00012061,INV202404843,20241130,P000811,2,12.99,0,3.12,29.1,Debit
SL00012062,INV202404843,20241130,P000338,3,5.79,0,2.08,19.45,Debit
SL00012063,INV202404844,20241130,P000764,3,14.49,7.67,4.3,40.1,Cash
SL00012064,INV202404844,20241130,P000650,3,19.99,0,0,59.97,Cash
SL00012065,INV202404844,20241130,P000051,1,7.99,0,0,7.99,Cash
SL00012066,INV202404845,20241130,P000331,1,4.99,0,0.6,5.59,Credit
SL00012067,INV202404846,20241130,P000840,1,8.49,0,1.02,9.51,Debit
SL00012068,INV202404847,20241130,P000428,1,2.29,0,0.27,2.56,Cash
SL00012069,INV202404848,20241130,P000157,2,7.49,3.22,0,11.76,Debit
SL00012070,INV202404848,20241130,P000371,2,4.29,0,1.03,9.61,Debit
SL00012071,INV202404849,20241130,P000637,3,6.29,0,2.26,21.13,Debit
SL00012072,INV202404849,20241130,P000240,3,9.29,2.56,3.04,28.35,Debit
SL00012073,INV202404849,20241130,P000717,1,11.49,5,0.78,7.27,Debit
SL00012074,INV202404850,20241130,P000436,3,7.29,0,2.62,24.49,Debit
SL00012075,INV202404850,20241130,P000405,2,4.49,0,1.08,10.06,Debit
SL00012076,INV202404851,20241201,P000787,2,8.49,1.73,1.83,17.08,Credit
SL00012077,INV202404851,20241201,P000167,2,4.99,0,0,9.98,Credit
SL00012078,INV202404852,20241201,P000282,3,3.69,0,1.33,12.4,Credit
SL00012079,INV202404852,20241201,P000182,3,6.49,0,0,19.47,Credit
SL00012080,INV202404852,20241201,P000609,1,5.99,0,0.72,6.71,Credit
SL00012081,INV202404852,20241201,P000301,1,4.29,0,0.51,4.8,Credit
SL00012082,INV202404853,20241201,P000271,2,3.49,0,0.84,7.82,Credit
SL00012083,INV202404853,20241201,P000615,1,7.99,0,0.96,8.95,Credit
SL00012084,INV202404854,20241201,P000531,2,0.99,0,0,1.98,Cash
SL00012085,INV202404855,20241201,P000566,3,4.39,0,0,13.17,Credit
SL00012086,INV202404855,20241201,P000141,3,1.79,0,0,5.37,Credit
SL00012087,INV202404856,20241201,P000250,1,13.99,0,1.68,15.67,Credit
SL00012088,INV202404857,20241201,P000709,1,16.99,0,0,16.99,Debit
SL00012089,INV202404857,20241201,P000109,2,6.29,0,0,12.58,Debit
SL00012090,INV202404858,20241201,P000655,2,10.99,4.14,0,17.84,Debit
SL00012091,INV202404859,20241201,P000268,1,6.29,0,0.75,7.04,Debit
SL00012092,INV202404859,20241201,P000477,1,2.69,0.54,0,2.15,Debit
SL00012093,INV202404859,20241201,P000486,3,6.49,0,0,19.47,Debit
SL00012094,INV202404860,20241201,P000386,3,2.09,0,0.75,7.02,Debit
SL00012095,INV202404861,20241201,P000596,2,7.49,0,1.8,16.78,Debit
SL00012096,INV202404861,20241201,P000594,1,7.79,0,0.93,8.72,Debit
SL00012097,INV202404861,20241201,P000347,2,3.69,0,0.89,8.27,Debit
SL00012098,INV202404861,20241201,P000153,3,5.69,0,0,17.07,Debit
SL00012099,INV202404862,20241201,P000355,3,6.29,0,2.26,21.13,Debit
SL00012100,INV202404863,20241201,P000193,2,2.49,3.47,0,1.51,Credit
SL00012101,INV202404863,20241201,P000592,1,6.79,0,0.81,7.6,Credit
SL00012102,INV202404864,20241201,P000128,3,6.09,0,0,18.27,Cash
SL00012103,INV202404864,20241201,P000313,3,10.99,0,3.96,36.93,Cash
SL00012104,INV202404865,20241201,P000104,1,5.19,0,0,5.19,Debit
SL00012105,INV202404865,20241201,P000616,1,7.69,0,0.92,8.61,Debit
SL00012106,INV202404866,20241201,P000350,1,2.49,0,0.3,2.79,Credit
SL00012107,INV202404866,20241201,P000425,2,5.29,0,1.27,11.85,Credit
SL00012108,INV202404867,20241201,P000568,1,5.79,0,0,5.79,Debit
SL00012109,INV202404867,20241201,P000715,2,20.99,0,5.04,47.02,Debit
SL00012110,INV202404868,20241201,P000421,3,4.99,4.6,1.24,11.61,Debit
SL00012111,INV202404869,20241201,P000814,1,4.29,0,0.51,4.8,Credit
SL00012112,INV202404869,20241201,P000328,3,7.99,0,2.88,26.85,Credit
SL00012113,INV202404869,20241201,P000745,1,8.49,0,1.02,9.51,Credit
SL00012114,INV202404870,20241201,P000194,3,2.19,1.31,0,5.26,Debit
SL00012115,INV202404871,20241201,P000393,2,3.99,3.87,0.49,4.6,Debit
SL00012116,INV202404872,20241201,P000564,2,6.19,0,0,12.38,Debit
SL00012117,INV202404872,20241201,P000502,2,3.39,0,0,6.78,Debit
SL00012118,INV202404872,20241201,P000729,2,6.29,4.81,0.93,8.7,Debit
SL00012119,INV202404872,20241201,P000315,3,9.49,0,3.42,31.89,Debit
SL00012120,INV202404873,20241201,P000543,3,1.69,0,0,5.07,Credit
SL00012121,INV202404873,20241201,P000072,3,3.99,0,0,11.97,Credit
SL00012122,INV202404874,20241202,P000592,3,6.79,2.84,2.1,19.63,Credit
SL00012123,INV202404874,20241202,P000214,2,9.49,0,2.28,21.26,Credit
SL00012124,INV202404874,20241202,P000666,3,24.99,0,0,74.97,Credit
SL00012125,INV202404874,20241202,P000540,1,4.29,0,0,4.29,Credit
SL00012126,INV202404875,20241202,P000363,3,3.99,0,1.44,13.41,Debit
SL00012127,INV202404875,20241202,P000310,1,5.69,0,0.68,6.37,Debit
SL00012128,INV202404875,20241202,P000436,2,7.29,0,1.75,16.33,Debit
SL00012129,INV202404875,20241202,P000840,1,8.49,0,1.02,9.51,Debit
SL00012130,INV202404876,20241202,P000579,3,4.79,0,0,14.37,Debit
SL00012131,INV202404876,20241202,P000046,1,4.29,0.67,0,3.62,Debit
SL00012132,INV202404877,20241202,P000474,2,2.49,0,0,4.98,Debit
SL00012133,INV202404877,20241202,P000701,3,10.99,0,0,32.97,Debit
SL00012134,INV202404878,20241202,P000777,1,20.99,0,2.52,23.51,Credit
SL00012135,INV202404879,20241202,P000831,2,12.99,0,3.12,29.1,Debit
SL00012136,INV202404879,20241202,P000642,3,8.99,0,0,26.97,Debit
SL00012137,INV202404880,20241202,P000372,3,4.29,0,1.54,14.41,Debit
SL00012138,INV202404880,20241202,P000196,1,2.49,0,0,2.49,Debit
SL00012139,INV202404880,20241202,P000013,1,7.49,0,0,7.49,Debit
SL00012140,INV202404881,20241202,P000363,2,3.99,0,0.96,8.94,Debit
SL00012141,INV202404882,20241202,P000405,2,4.49,0,1.08,10.06,Debit
SL00012142,INV202404882,20241202,P000850,1,10.99,0,1.32,12.31,Debit
SL00012143,INV202404883,20241202,P000169,1,4.79,3.53,0,1.26,Credit
SL00012144,INV202404883,20241202,P000153,1,5.69,0,0,5.69,Credit
SL00012145,INV202404883,20241202,P000021,1,9.49,0,0,9.49,Credit
SL00012146,INV202404883,20241202,P000540,1,4.29,0,0,4.29,Credit
SL00012147,INV202404884,20241202,P000792,1,10.99,0,1.32,12.31,Credit
SL00012148,INV202404884,20241202,P000306,3,6.99,3.99,2.04,19.02,Credit
SL00012149,INV202404884,20241202,P000610,1,5.99,0,0.72,6.71,Credit
SL00012150,INV202404884,20241202,P000625,1,6.29,1.37,0.59,5.51,Credit
SL00012151,INV202404885,20241202,P000166,2,1.79,0,0,3.58,Debit
SL00012152,INV202404885,20241202,P000676,1,11.49,0,0,11.49,Debit
SL00012153,INV202404885,20241202,P000053,3,4.99,0,0,14.97,Debit
SL00012154,INV202404886,20241202,P000646,3,17.49,0,0,52.47,Debit
SL00012155,INV202404886,20241202,P000529,3,4.99,0,0,14.97,Debit
SL00012156,INV202404886,20241202,P000310,2,5.69,0,1.37,12.75,Debit
SL00012157,INV202404887,20241203,P000843,2,15.99,0,3.84,35.82,Debit
SL00012158,INV202404887,20241203,P000045,2,4.29,0,0,8.58,Debit
SL00012159,INV202404887,20241203,P000344,1,7.99,0,0.96,8.95,Debit
SL00012160,INV202404888,20241203,P000837,1,10.99,0,1.32,12.31,Cash
SL00012161,INV202404888,20241203,P000250,1,13.99,0,1.68,15.67,Cash
SL00012162,INV202404888,20241203,P000754,1,8.49,0,1.02,9.51,Cash
SL00012163,INV202404888,20241203,P000708,3,22.99,5.17,0,63.8,Cash
SL00012164,INV202404889,20241203,P000824,2,4.29,0,1.03,9.61,Debit
SL00012165,INV202404889,20241203,P000842,1,8.49,0,1.02,9.51,Debit
SL00012166,INV202404890,20241203,P000651,1,12.99,0,0,12.99,Credit
SL00012167,INV202404890,20241203,P000497,2,7.99,0,0,15.98,Credit
SL00012168,INV202404890,20241203,P000339,3,3.99,0,1.44,13.41,Credit
SL00012169,INV202404891,20241203,P000072,2,3.99,0,0,7.98,Credit
SL00012170,INV202404892,20241203,P000279,1,3.49,0,0.42,3.91,Credit
SL00012171,INV202404892,20241203,P000612,1,13.49,0,1.62,15.11,Credit
SL00012172,INV202404892,20241203,P000247,1,10.99,0,1.32,12.31,Credit
SL00012173,INV202404892,20241203,P000170,3,4.29,0,0,12.87,Credit
SL00012174,INV202404893,20241203,P000617,3,9.29,0.55,3.28,30.6,Credit
SL00012175,INV202404894,20241203,P000539,3,7.99,0,0,23.97,Credit
SL00012176,INV202404894,20241203,P000626,3,5.99,0,2.16,20.13,Credit
SL00012177,INV202404894,20241203,P000753,2,11.49,0,2.76,25.74,Credit
SL00012178,INV202404895,20241203,P000755,3,7.99,0,2.88,26.85,Cash
SL00012179,INV202404895,20241203,P000155,1,6.99,0,0,6.99,Cash
SL00012180,INV202404895,20241203,P000462,2,5.29,0,0,10.58,Cash
SL00012181,INV202404895,20241203,P000720,3,6.49,0,2.34,21.81,Cash
SL00012182,INV202404896,20241203,P000190,3,1.89,0.54,0,5.13,Debit
SL00012183,INV202404897,20241203,P000729,1,6.29,3.12,0.38,3.55,Credit
SL00012184,INV202404897,20241203,P000564,3,6.19,0,0,18.57,Credit
SL00012185,INV202404897,20241203,P000196,2,2.49,0,0,4.98,Credit
SL00012186,INV202404897,20241203,P000663,2,27.49,0,0,54.98,Credit
SL00012187,INV202404898,20241203,P000253,2,12.99,0,3.12,29.1,Debit
SL00012188,INV202404898,20241203,P000006,3,8.49,0,0,25.47,Debit
SL00012189,INV202404898,20241203,P000462,3,5.29,4.32,0,11.55,Debit
SL00012190,INV202404898,20241203,P000825,1,9.29,0,1.11,10.4,Debit
SL00012191,INV202404899,20241203,P000025,3,7.79,1.18,0,22.19,Debit
SL00012192,INV202404899,20241203,P000081,3,4.29,0,0,12.87,Debit
SL00012193,INV202404899,20241203,P000357,1,8.79,0,1.05,9.84,Debit
SL00012194,INV202404899,20241203,P000100,1,6.19,0,0,6.19,Debit
SL00012195,INV202404900,20241203,P000052,1,7.99,0,0,7.99,Credit
SL00012196,INV202404900,20241203,P000551,3,6.49,0,0,19.47,Credit
SL00012197,INV202404901,20241203,P000316,1,15.99,0,1.92,17.91,Debit
SL00012198,INV202404901,20241203,P000702,3,10.49,0,0,31.47,Debit
SL00012199,INV202404901,20241203,P000458,3,2.79,0,0,8.37,Debit
SL00012200,INV202404901,20241203,P000288,2,7.49,0,1.8,16.78,Debit
SL00012201,INV202404902,20241203,P000142,1,2.79,0,0,2.79,Debit
SL00012202,INV202404902,20241203,P000108,3,7.49,0,0,22.47,Debit
SL00012203,INV202404902,20241203,P000016,2,8.99,4.08,0,13.9,Debit
SL00012204,INV202404903,20241204,P000837,1,10.99,3.3,0.92,8.61,Credit
SL00012205,INV202404903,20241204,P000294,1,2.99,0,0.36,3.35,Credit
SL00012206,INV202404903,20241204,P000745,3,8.49,0,3.06,28.53,Credit
SL00012207,INV202404904,20241204,P000562,2,2.29,0,0,4.58,Debit
SL00012208,INV202404904,20241204,P000076,2,5.99,9.05,0,2.93,Debit
SL00012209,INV202404905,20241204,P000618,1,9.79,0,1.17,10.96,Debit
SL00012210,INV202404905,20241204,P000111,2,4.59,0,0,9.18,Debit
SL00012211,INV202404905,20241204,P000237,3,8.99,2.68,2.91,27.2,Debit
SL00012212,INV202404906,20241204,P000454,2,9.49,0,0,18.98,Debit
SL00012213,INV202404906,20241204,P000486,2,6.49,0,0,12.98,Debit
SL00012214,INV202404906,20241204,P000779,1,8.99,0,1.08,10.07,Debit
SL00012215,INV202404907,20241204,P000249,1,11.99,5.12,0.82,7.69,Debit
SL00012216,INV202404907,20241204,P000044,3,6.19,4.43,0,14.14,Debit
SL00012217,INV202404907,20241204,P000551,2,6.49,0,0,12.98,Debit
SL00012218,INV202404907,20241204,P000042,2,5.69,0,0,11.38,Debit
SL00012219,INV202404908,20241204,P000600,1,9.49,0,1.14,10.63,Cash
SL00012220,INV202404908,20241204,P000624,3,7.99,0,2.88,26.85,Cash
SL00012221,INV202404908,20241204,P000089,1,6.49,0,0,6.49,Cash
SL00012222,INV202404908,20241204,P000041,3,5.69,0,0,17.07,Cash
SL00012223,INV202404909,20241204,P000105,3,4.99,0,0,14.97,Credit
SL00012224,INV202404910,20241204,P000442,3,5.79,2.06,1.84,17.15,Debit
SL00012225,INV202404911,20241204,P000404,1,4.49,0,0.54,5.03,Cash
SL00012226,INV202404911,20241204,P000139,2,7.49,0,0,14.98,Cash
SL00012227,INV202404911,20241204,P000192,2,2.49,0,0,4.98,Cash
SL00012228,INV202404912,20241204,P000139,3,7.49,4.27,0,18.2,Credit
SL00012229,INV202404912,20241204,P000277,1,3.49,0.7,0,2.79,Credit
SL00012230,INV202404913,20241204,P000305,3,6.29,0,2.26,21.13,Credit
SL00012231,INV202404913,20241204,P000722,2,4.79,0,1.15,10.73,Credit
SL00012232,INV202404913,20241204,P000197,1,2.59,0,0,2.59,Credit
SL00012233,INV202404914,20241204,P000479,2,2.69,0,0,5.38,Debit
SL00012234,INV202404914,20241204,P000743,3,7.99,0,2.88,26.85,Debit
SL00012235,INV202404915,20241204,P000155,1,6.99,0,0,6.99,Debit
SL00012236,INV202404916,20241205,P000620,2,9.99,0,2.4,22.38,Debit
SL00012237,INV202404916,20241205,P000710,2,28.99,0,0,57.98,Debit
SL00012238,INV202404916,20241205,P000737,2,5.79,0,1.39,12.97,Debit
SL00012239,INV202404916,20241205,P000002,2,7.29,0,0,14.58,Debit
SL00012240,INV202404917,20241205,P000613,3,7.29,0,2.62,24.49,Debit
SL00012241,INV202404917,20241205,P000302,3,4.19,0,1.51,14.08,Debit
SL00012242,INV202404917,20241205,P000642,1,8.99,2.32,0,6.67,Debit
SL00012243,INV202404918,20241205,P000504,1,4.99,0,0,4.99,Debit
SL00012244,INV202404918,20241205,P000137,3,1.69,0,0,5.07,Debit
SL00012245,INV202404919,20241205,P000663,1,27.49,0,0,27.49,Debit
SL00012246,INV202404919,20241205,P000771,2,4.49,0,1.08,10.06,Debit
SL00012247,INV202404919,20241205,P000498,2,5.79,0,0,11.58,Debit
SL00012248,INV202404919,20241205,P000519,3,1.99,0,0,5.97,Debit
SL00012249,INV202404920,20241205,P000622,3,7.19,0,2.59,24.16,Debit
SL00012250,INV202404921,20241205,P000423,2,4.49,0,1.08,10.06,Credit
SL00012251,INV202404921,20241205,P000275,2,3.49,0,0.84,7.82,Credit
SL00012252,INV202404921,20241205,P000428,1,2.29,0,0.27,2.56,Credit
SL00012253,INV202404921,20241205,P000570,3,7.99,0,0,23.97,Credit
SL00012254,INV202404922,20241205,P000383,3,1.79,0,0.64,6.01,Debit
SL00012255,INV202404922,20241205,P000172,2,4.29,0,0,8.58,Debit
SL00012256,INV202404922,20241205,P000842,2,8.49,0,2.04,19.02,Debit
SL00012257,INV202404922,20241205,P000314,2,11.29,4.4,2.18,20.36,Debit
SL00012258,INV202404923,20241205,P000075,2,4.99,0,0,9.98,Debit
SL00012259,INV202404923,20241205,P000412,3,5.99,0,2.16,20.13,Debit
SL00012260,INV202404923,20241205,P000015,1,8.49,0,0,8.49,Debit
SL00012261,INV202404923,20241205,P000591,1,6.49,3.32,0.38,3.55,Debit
SL00012262,INV202404924,20241205,P000290,3,7.49,0,2.7,25.17,Credit
SL00012263,INV202404924,20241205,P000018,1,9.49,0,0,9.49,Credit
SL00012264,INV202404924,20241205,P000592,1,6.79,0,0.81,7.6,Credit
SL00012265,INV202404925,20241205,P000109,1,6.29,1.22,0,5.07,Debit
SL00012266,INV202404925,20241205,P000599,3,8.79,0,3.16,29.53,Debit
SL00012267,INV202404925,20241205,P000259,3,4.49,0,1.62,15.09,Debit
SL00012268,INV202404926,20241205,P000671,2,17.99,0,0,35.98,Credit
SL00012269,INV202404926,20241205,P000258,2,5.99,0,1.44,13.42,Credit
SL00012270,INV202404927,20241205,P000428,1,2.29,2.15,0.02,0.16,Debit
SL00012271,INV202404927,20241205,P000290,2,7.49,1.4,1.63,15.21,Debit
SL00012272,INV202404927,20241205,P000663,1,27.49,0,0,27.49,Debit
SL00012273,INV202404928,20241205,P000410,1,5.29,0,0.63,5.92,Debit
SL00012274,INV202404928,20241205,P000846,2,13.99,0,3.36,31.34,Debit
SL00012275,INV202404928,20241205,P000433,3,1.99,0,0.72,6.69,Debit
SL00012276,INV202404929,20241206,P000814,2,4.29,0,1.03,9.61,Debit
SL00012277,INV202404929,20241206,P000614,1,7.69,0,0.92,8.61,Debit
SL00012278,INV202404930,20241206,P000827,1,10.99,0,1.32,12.31,Debit
SL00012279,INV202404930,20241206,P000627,2,5.99,8.12,0.46,4.32,Debit
SL00012280,INV202404930,20241206,P000128,1,6.09,0,0,6.09,Debit
SL00012281,INV202404931,20241206,P000009,1,4.99,0,0,4.99,Debit
SL00012282,INV202404932,20241206,P000652,2,15.99,0,0,31.98,Credit
SL00012283,INV202404932,20241206,P000784,3,7.19,0,2.59,24.16,Credit
SL00012284,INV202404933,20241206,P000779,1,8.99,0,1.08,10.07,Debit
SL00012285,INV202404933,20241206,P000610,3,5.99,0,2.16,20.13,Debit
SL00012286,INV202404934,20241206,P000555,2,3.39,0,0,6.78,Debit
SL00012287,INV202404934,20241206,P000198,3,1.89,4.54,0,1.13,Debit
SL00012288,INV202404935,20241206,P000346,2,7.99,0,1.92,17.9,Debit
SL00012289,INV202404935,20241206,P000020,3,9.29,0,0,27.87,Debit
SL00012290,INV202404935,20241206,P000539,1,7.99,2.15,0,5.84,Debit
SL00012291,INV202404935,20241206,P000569,3,5.79,0,0,17.37,Debit
SL00012292,INV202404936,20241206,P000447,1,4.49,0.9,0,3.59,Debit
SL00012293,INV202404936,20241206,P000706,2,35.99,0,0,71.98,Debit
SL00012294,INV202404936,20241206,P000750,2,5.79,7.54,0.48,4.52,Debit
SL00012295,INV202404936,20241206,P000095,1,6.49,0,0,6.49,Debit
SL00012296,INV202404937,20241206,P000168,3,2.99,0,0,8.97,Debit
SL00012297,INV202404937,20241206,P000575,2,4.99,0,0,9.98,Debit
SL00012298,INV202404937,20241206,P000826,1,11.99,0,1.44,13.43,Debit
SL00012299,INV202404937,20241206,P000092,3,20.99,0,0,62.97,Debit
SL00012300,INV202404938,20241206,P000121,1,4.09,0,0,4.09,Debit
SL00012301,INV202404938,20241206,P000037,3,6.19,1.74,0,16.83,Debit
SL00012302,INV202404938,20241206,P000702,2,10.49,0,0,20.98,Debit
SL00012303,INV202404938,20241206,P000660,3,33.99,0,0,101.97,Debit
SL00012304,INV202404939,20241206,P000434,3,1.99,0,0.72,6.69,Debit
SL00012305,INV202404939,20241206,P000645,3,12.49,0,0,37.47,Debit
SL00012306,INV202404940,20241206,P000467,3,2.29,0,0,6.87,Debit
SL00012307,INV202404941,20241206,P000683,2,10.49,0,0,20.98,Credit
SL00012308,INV202404942,20241206,P000501,2,2.29,0,0,4.58,Debit
SL00012309,INV202404942,20241206,P000298,1,3.49,0,0.42,3.91,Debit
SL00012310,INV202404943,20241206,P000566,2,4.39,0,0,8.78,Debit
SL00012311,INV202404943,20241206,P000007,3,3.99,0,0,11.97,Debit
SL00012312,INV202404943,20241206,P000735,1,6.19,0,0.74,6.93,Debit
SL00012313,INV202404943,20241206,P000212,1,9.29,0,1.11,10.4,Debit
SL00012314,INV202404944,20241206,P000015,2,8.49,0,0,16.98,Debit
SL00012315,INV202404944,20241206,P000754,3,8.49,0,3.06,28.53,Debit
SL00012316,INV202404944,20241206,P000307,1,6.99,0,0.84,7.83,Debit
SL00012317,INV202404945,20241206,P000568,2,5.79,0,0,11.58,Debit
SL00012318,INV202404945,20241206,P000683,1,10.49,0,0,10.49,Debit
SL00012319,INV202404945,20241206,P000538,1,5.79,0,0,5.79,Debit
SL00012320,INV202404946,20241206,P000478,1,2.69,0,0,2.69,Debit
SL00012321,INV202404946,20241206,P000216,2,9.79,8.37,1.35,12.56,Debit
SL00012322,INV202404947,20241206,P000727,1,7.19,0,0.86,8.05,Credit
SL00012323,INV202404947,20241206,P000574,2,4.29,0,0,8.58,Credit
SL00012324,INV202404947,20241206,P000083,2,4.89,0,0,9.78,Credit
SL00012325,INV202404947,20241206,P000367,2,4.49,0,1.08,10.06,Credit
SL00012326,INV202404948,20241207,P000092,3,20.99,0,0,62.97,Credit
SL00012327,INV202404948,20241207,P000715,3,20.99,4.08,7.07,65.96,Credit
SL00012328,INV202404948,20241207,P000717,3,11.49,0,4.14,38.61,Credit
SL00012329,INV202404948,20241207,P000095,3,6.49,0,0,19.47,Credit
SL00012330,INV202404949,20241207,P000815,2,14.49,0,3.48,32.46,Debit
SL00012331,INV202404949,20241207,P000803,3,9.99,0,3.6,33.57,Debit
SL00012332,INV202404950,20241207,P000834,1,11.99,2.62,1.12,10.49,Credit
SL00012333,INV202404950,20241207,P000446,3,4.99,0,1.8,16.77,Credit
SL00012334,INV202404950,20241207,P000771,2,4.49,2.93,0.73,6.78,Credit
SL00012335,INV202404951,20241207,P000412,3,5.99,0,2.16,20.13,Credit
SL00012336,INV202404951,20241207,P000762,3,4.29,0,1.54,14.41,Credit
SL00012337,INV202404951,20241207,P000203,1,4.79,0,0,4.79,Credit
SL00012338,INV202404952,20241207,P000263,2,7.59,0,1.82,17,Credit
SL00012339,INV202404952,20241207,P000403,1,12.79,0,1.53,14.32,Credit
SL00012340,INV202404953,20241207,P000784,1,7.19,0,0.86,8.05,Credit
SL00012341,INV202404953,20241207,P000227,2,7.49,0,1.8,16.78,Credit
SL00012342,INV202404954,20241207,P000319,2,4.49,7.32,0.2,1.86,Debit
SL00012343,INV202404954,20241207,P000794,2,5.79,4.32,0.87,8.13,Debit
SL00012344,INV202404954,20241207,P000312,3,11.99,0,4.32,40.29,Debit
SL00012345,INV202404954,20241207,P000774,1,4.99,0,0.6,5.59,Debit
SL00012346,INV202404955,20241207,P000719,3,4.99,4.84,1.22,11.35,Credit
SL00012347,INV202404956,20241207,P000176,2,4.29,0,0,8.58,Debit
SL00012348,INV202404956,20241207,P000434,3,1.99,0,0.72,6.69,Debit
SL00012349,INV202404957,20241207,P000202,3,3.29,0,0,9.87,Debit
SL00012350,INV202404958,20241207,P000311,2,11.49,9.04,1.67,15.61,Credit
SL00012351,INV202404958,20241207,P000647,3,18.99,0,0,56.97,Credit
SL00012352,INV202404958,20241207,P000086,3,6.19,0,0,18.57,Credit
SL00012353,INV202404958,20241207,P000136,1,1.79,0,0,1.79,Credit
SL00012354,INV202404959,20241207,P000226,3,5.79,7.48,1.19,11.08,Debit
SL00012355,INV202404959,20241207,P000168,2,2.99,0,0,5.98,Debit
SL00012356,INV202404959,20241207,P000166,3,1.79,0,0,5.37,Debit
SL00012357,INV202404959,20241207,P000094,1,6.29,0,0,6.29,Debit
SL00012358,INV202404960,20241207,P000229,1,7.79,4.94,0.34,3.19,Debit
SL00012359,INV202404960,20241207,P000729,3,6.29,0,2.26,21.13,Debit
SL00012360,INV202404960,20241207,P000673,2,12.99,0,0,25.98,Debit
SL00012361,INV202404961,20241207,P000377,3,4.49,0,1.62,15.09,Debit
SL00012362,INV202404962,20241207,P000347,2,3.69,0,0.89,8.27,Debit
SL00012363,INV202404962,20241207,P000618,2,9.79,4.69,1.79,16.68,Debit
SL00012364,INV202404962,20241207,P000722,3,4.79,0,1.72,16.09,Debit
SL00012365,INV202404963,20241207,P000628,2,9.99,0,2.4,22.38,Credit
SL00012366,INV202404963,20241207,P000144,2,2.09,0,0,4.18,Credit
