PurchaseLineID,PurchaseOrderID,DateKey,SupplierID,ProductID,QuantityPurchased,UnitCost,TotalCost,PurchaseStatus
PL0000729,PO202400126,20240115,SUP029,P000436,22,4.99,109.78,Received
PL0000730,PO202400126,20240115,SUP029,P000379,27,4.49,121.23,Received
PL0000731,PO202500127,20251115,SUP008,P000600,22,6.49,142.78,Received
PL0000732,PO202500127,20251115,SUP008,P000595,23,4.69,107.87,Received
PL0000733,PO202500127,20251115,SUP008,P000603,25,5.29,132.25,Received
PL0000734,PO202500127,20251115,SUP008,P000617,23,6.49,149.27,Received
PL0000735,PO202500127,20251115,SUP008,P000612,23,9.49,218.27,Received
PL0000736,PO202500127,20251115,SUP008,P000601,22,4.49,98.78,Received
PL0000737,PO202500127,20251115,SUP008,P000628,21,6.99,146.79,Received
PL0000738,PO202500128,20251215,SUP029,P000434,24,1.19,28.56,Received
PL0000739,PO202500128,20251215,SUP029,P000393,21,2.49,52.29,Received
PL0000740,PO202500128,20251215,SUP029,P000438,23,2.99,68.77,Received
PL0000741,PO202500128,20251215,SUP029,P000408,22,2.89,63.58,Received
PL0000742,PO202500128,20251215,SUP029,P000394,25,1.19,29.75,Received
PL0000743,PO202500128,20251215,SUP029,P000447,24,2.99,71.76,Received
PL0000744,PO202500129,20250615,SUP011,P000792,22,7.49,164.78,Received
PL0000745,PO202500129,20250615,SUP011,P000846,26,9.49,246.74,Received
PL0000746,PO202500129,20250615,SUP011,P000806,23,5.49,126.27,Received
PL0000747,PO202500129,20250615,SUP011,P000804,24,6.99,167.76,Received
PL0000748,PO202500129,20250615,SUP011,P000778,25,5.99,149.75,Received
PL0000749,PO202500129,20250615,SUP011,P000839,29,9.99,289.71,Received
PL0000750,PO202500129,20250615,SUP011,P000808,22,3.49,76.78,Received
PL0000751,PO202400130,20240815,SUP011,P000847,21,12.99,272.79,Pending
PL0000752,PO202400130,20240815,SUP011,P000842,22,5.99,131.78,Pending
PL0000753,PO202400130,20240815,SUP011,P000848,23,39.99,919.77,Pending
PL0000754,PO202500131,20250715,SUP013,P000066,25,5.29,132.25,Received
PL0000755,PO202500131,20250715,SUP013,P000033,23,5.19,119.37,Received
PL0000756,PO202500131,20250715,SUP013,P000065,23,7.29,167.67,Received
PL0000757,PO202500131,20250715,SUP013,P000006,22,5.99,131.78,Received
PL0000758,PO202500132,20250815,SUP011,P000789,24,6.99,167.76,Received
PL0000759,PO202500132,20250815,SUP011,P000816,22,11.49,252.78,Received
PL0000760,PO202500132,20250815,SUP011,P000808,26,3.49,90.74,Received
PL0000761,PO202500132,20250815,SUP011,P000821,23,3.49,80.27,Received
PL0000762,PO202500133,20250215,SUP011,P000849,24,6.99,167.76,Received
PL0000763,PO202400134,20240215,SUP030,P000559,30,1.89,56.7,Received
PL0000764,PO202400134,20240215,SUP030,P000549,33,1.49,49.17,Received
PL0000765,PO202400134,20240215,SUP030,P000576,23,3.49,80.27,Received
PL0000766,PO202400134,20240215,SUP030,P000526,22,3.99,87.78,Received
PL0000767,PO202400134,20240215,SUP030,P000517,24,6.99,167.76,Received
PL0000768,PO202400134,20240215,SUP030,P000479,26,1.79,46.54,Received
PL0000769,PO202400134,20240215,SUP030,P000580,21,0.99,20.79,Received
PL0000770,PO202400134,20240215,SUP030,P000470,22,1.99,43.78,Received
PL0000771,PO202400135,20240715,SUP004,P000254,23,8.79,202.17,Received
PL0000772,PO202400135,20240715,SUP004,P000212,21,6.29,132.09,Received
PL0000773,PO202400135,20240715,SUP004,P000269,28,4.49,125.72,Received
PL0000774,PO202400135,20240715,SUP004,P000242,22,3.99,87.78,Received
PL0000775,PO202400135,20240715,SUP004,P000265,21,5.19,108.99,Received
PL0000776,PO202400135,20240715,SUP004,P000246,28,4.39,122.92,Received
PL0000777,PO202400135,20240715,SUP004,P000224,24,3.99,95.76,Received
PL0000778,PO202500136,20251215,SUP004,P000239,25,5.99,149.75,Received
PL0000779,PO202500136,20251215,SUP004,P000251,24,8.49,203.76,Received
PL0000780,PO202500136,20251215,SUP004,P000255,24,9.29,222.96,Received
PL0000781,PO202500136,20251215,SUP004,P000227,22,5.29,116.38,Received
PL0000782,PO202500136,20251215,SUP004,P000228,21,4.99,104.79,Received
PL0000783,PO202500136,20251215,SUP004,P000213,27,6.49,175.23,Received
PL0000784,PO202400137,20240815,SUP007,P000578,24,5.49,131.76,Received
PL0000785,PO202400137,20240815,SUP007,P000472,22,1.69,37.18,Received
PL0000786,PO202400137,20240815,SUP007,P000457,25,1.79,44.75,Received
PL0000787,PO202400137,20240815,SUP007,P000487,25,5.99,149.75,Received
PL0000788,PO202400137,20240815,SUP007,P000482,22,3.99,87.78,Received
PL0000789,PO202400138,20240815,SUP004,P000221,22,3.69,81.18,Pending
PL0000790,PO202400138,20240815,SUP004,P000254,26,8.79,228.54,Pending
PL0000791,PO202400138,20240815,SUP004,P000248,26,6.49,168.74,Pending
PL0000792,PO202400138,20240815,SUP004,P000232,26,5.99,155.74,Pending
PL0000793,PO202400138,20240815,SUP004,P000233,22,6.29,138.38,Pending
PL0000794,PO202400138,20240815,SUP004,P000238,28,6.49,181.72,Pending
PL0000795,PO202500139,20250715,SUP005,P000325,26,2.49,64.74,Received
PL0000796,PO202500139,20250715,SUP005,P000307,23,4.79,110.17,Received
PL0000797,PO202500139,20250715,SUP005,P000318,22,8.99,197.78,Received
PL0000798,PO202500139,20250715,SUP005,P000275,25,2.29,57.25,Received
PL0000799,PO202500139,20250715,SUP005,P000306,25,4.79,119.75,Received
PL0000800,PO202500139,20250715,SUP005,P000357,22,5.99,131.78,Received
PL0000801,PO202500139,20250715,SUP005,P000271,22,2.29,50.38,Received
PL0000802,PO202500140,20250615,SUP013,P000006,27,5.99,161.73,Received
PL0000803,PO202500140,20250615,SUP013,P000066,25,5.29,132.25,Received
PL0000804,PO202500140,20250615,SUP013,P000065,21,7.29,153.09,Received
PL0000805,PO202500140,20250615,SUP013,P000039,21,4.39,92.19,Received
PL0000806,PO202500140,20250615,SUP013,P000005,26,4.99,129.74,Received
PL0000807,PO202400141,20240915,SUP030,P000575,24,3.49,83.76,Received
PL0000808,PO202400141,20240915,SUP030,P000566,25,2.99,74.75,Received
PL0000809,PO202400141,20240915,SUP030,P000510,21,5.99,125.79,Received
PL0000810,PO202400141,20240915,SUP030,P000583,21,4.99,104.79,Received
PL0000811,PO202400141,20240915,SUP030,P000478,22,1.79,39.38,Received
PL0000812,PO202400142,20240415,SUP004,P000260,22,5.49,120.78,Received
PL0000813,PO202400142,20240415,SUP004,P000237,23,6.49,149.27,Received
PL0000814,PO202400142,20240415,SUP004,P000266,22,5.39,118.58,Received
PL0000815,PO202400142,20240415,SUP004,P000234,23,6.49,149.27,Received
PL0000816,PO202400142,20240415,SUP004,P000253,29,8.99,260.71,Received
PL0000817,PO202400142,20240415,SUP004,P000214,22,6.49,142.78,Received
PL0000818,PO202400142,20240415,SUP004,P000211,23,5.99,137.77,Received
PL0000819,PO202400142,20240415,SUP004,P000258,21,3.99,83.79,Received
PL0000820,PO202400143,20240915,SUP005,P000341,23,3.89,89.47,Pending
PL0000821,PO202400143,20240915,SUP005,P000281,28,2.39,66.92,Pending
PL0000822,PO202400143,20240915,SUP005,P000271,26,2.29,59.54,Pending
PL0000823,PO202400143,20240915,SUP005,P000312,23,8.29,190.67,Pending
PL0000824,PO202500144,20251015,SUP003,P000165,23,0.99,22.77,Received
PL0000825,PO202500144,20251015,SUP003,P000137,23,1.09,25.07,Received
PL0000826,PO202500144,20251015,SUP003,P000166,23,1.19,27.37,Received
PL0000827,PO202500144,20251015,SUP003,P000636,23,3.99,91.77,Received
PL0000828,PO202500144,20251015,SUP003,P000146,25,4.29,107.25,Received
PL0000829,PO202500144,20251015,SUP003,P000193,23,1.69,38.87,Received
PL0000830,PO202500144,20251015,SUP003,P000626,23,3.99,91.77,Received
PL0000831,PO202400145,20241015,SUP011,P000849,24,6.99,167.76,Received
PL0000832,PO202500146,20251215,SUP002,P000118,23,4.19,96.37,Received
PL0000833,PO202500146,20251215,SUP002,P000105,23,3.49,80.27,Received
PL0000834,PO202500146,20251215,SUP002,P000085,23,4.79,110.17,Received
PL0000835,PO202500146,20251215,SUP002,P000122,22,3.69,81.18,Received
PL0000836,PO202500146,20251215,SUP002,P000119,26,3.49,90.74,Received
PL0000837,PO202500146,20251215,SUP002,P000096,23,2.99,68.77,Received
PL0000838,PO202500147,20250215,SUP016,P000309,21,3.99,83.79,Received
PL0000839,PO202500147,20250215,SUP016,P000355,23,4.29,98.67,Received
PL0000840,PO202500147,20250215,SUP016,P000346,23,5.49,126.27,Received
PL0000841,PO202500147,20250215,SUP016,P000339,22,2.79,61.38,Received
PL0000842,PO202500147,20250215,SUP016,P000319,23,2.99,68.77,Received
PL0000843,PO202500147,20250215,SUP016,P000345,25,5.49,137.25,Received
PL0000844,PO202400148,20240315,SUP029,P000365,29,2.69,78.01,Received
PL0000845,PO202400148,20240315,SUP029,P000403,25,8.79,219.75,Received
PL0000846,PO202400148,20240315,SUP029,P000406,23,3.49,80.27,Received
PL0000847,PO202400148,20240315,SUP029,P000386,24,1.19,28.56,Received
PL0000848,PO202400148,20240315,SUP029,P000408,29,2.89,83.81,Received
PL0000849,PO202500149,20250215,SUP003,P000159,23,3.49,80.27,Received
PL0000850,PO202500149,20250215,SUP003,P000190,21,1.29,27.09,Received
PL0000851,PO202500149,20250215,SUP003,P000200,23,2.29,52.67,Received
PL0000852,PO202500149,20250215,SUP003,P000137,24,1.09,26.16,Received
PL0000853,PO202500149,20250215,SUP003,P000202,23,2.29,52.67,Received
PL0000854,PO202500150,20250215,SUP004,P000234,21,6.49,136.29,Received
PL0000855,PO202500150,20250215,SUP004,P000233,24,6.29,150.96,Received
PL0000856,PO202500150,20250215,SUP004,P000226,24,3.99,95.76,Received
PL0000857,PO202500150,20250215,SUP004,P000261,26,5.69,147.94,Received
PL0000858,PO202500150,20250215,SUP004,P000253,21,8.99,188.79,Received
PL0000859,PO202500150,20250215,SUP004,P000266,23,5.39,123.97,Received
PL0000860,PO202500150,20250215,SUP004,P000245,25,4.49,112.25,Received
PL0000861,PO202400151,20241015,SUP011,P000848,24,39.99,959.76,Received
PL0000862,PO202400151,20241015,SUP011,P000847,24,12.99,311.76,Received
PL0000863,PO202400151,20241015,SUP011,P000842,24,5.99,143.76,Received
PL0000864,PO202400152,20240315,SUP008,P000597,26,5.49,142.74,Received
PL0000865,PO202400152,20240315,SUP008,P000634,22,4.19,92.18,Received
PL0000866,PO202400152,20240315,SUP008,P000620,23,6.99,160.77,Received
PL0000867,PO202400152,20240315,SUP008,P000619,21,6.99,146.79,Received
PL0000868,PO202400152,20240315,SUP008,P000591,23,4.29,98.67,Received
PL0000869,PO202400152,20240315,SUP008,P000617,26,6.49,168.74,Received
PL0000870,PO202400153,20240415,SUP011,P000849,22,6.99,153.78,Received
PL0000871,PO202500154,20250415,SUP014,P000210,23,3.99,91.77,Received
PL0000872,PO202500154,20250415,SUP014,P000147,26,4.39,114.14,Received
PL0000873,PO202500154,20250415,SUP014,P000163,22,5.29,116.38,Received
PL0000874,PO202500154,20250415,SUP014,P000172,25,2.99,74.75,Received
PL0000875,PO202500154,20250415,SUP014,P000151,28,3.49,97.72,Received
PL0000876,PO202500154,20250415,SUP014,P000168,21,1.99,41.79,Received
PL0000877,PO202500154,20250415,SUP014,P000153,22,3.99,87.78,Received
PL0000878,PO202500154,20250415,SUP014,P000185,22,2.49,54.78,Received
PL0000879,PO202500155,20250715,SUP016,P000320,23,2.99,68.77,Cancelled
PL0000880,PO202500155,20250715,SUP016,P000319,22,2.99,65.78,Cancelled
PL0000881,PO202500155,20250715,SUP016,P000326,23,1.79,41.17,Cancelled
PL0000882,PO202500155,20250715,SUP016,P000344,21,5.49,115.29,Cancelled
PL0000883,PO202500155,20250715,SUP016,P000332,22,3.29,72.38,Cancelled
PL0000884,PO202500155,20250715,SUP016,P000299,28,2.19,61.32,Cancelled
PL0000885,PO202500155,20250715,SUP016,P000286,21,5.49,115.29,Cancelled
PL0000886,PO202500155,20250715,SUP016,P000324,23,2.19,50.37,Cancelled
PL0000887,PO202400156,20240415,SUP003,P000189,30,1.29,38.7,Received
PL0000888,PO202400156,20240415,SUP003,P000158,21,2.99,62.79,Received
PL0000889,PO202400156,20240415,SUP003,P000202,24,2.29,54.96,Received
PL0000890,PO202400156,20240415,SUP003,P000132,24,0.79,18.96,Received
PL0000891,PO202400156,20240415,SUP003,P000184,28,3.99,111.72,Received
PL0000892,PO202400156,20240415,SUP003,P000626,24,3.99,95.76,Received
PL0000893,PO202400156,20240415,SUP003,P000640,22,7.49,164.78,Received
PL0000894,PO202400156,20240415,SUP003,P000200,23,2.29,52.67,Received
PL0000895,PO202500157,20250315,SUP008,P000596,23,4.99,114.77,Received
PL0000896,PO202500157,20250315,SUP008,P000612,26,9.49,246.74,Received
PL0000897,PO202500157,20250315,SUP008,P000616,25,5.29,132.25,Received
PL0000898,PO202500157,20250315,SUP008,P000618,28,6.79,190.12,Received
PL0000899,PO202500157,20250315,SUP008,P000610,23,3.99,91.77,Received
PL0000900,PO202500157,20250315,SUP008,P000632,21,7.99,167.79,Received
PL0000901,PO202500158,20250715,SUP005,P000328,24,5.49,131.76,Received
PL0000902,PO202500158,20250715,SUP005,P000312,23,8.29,190.67,Received
PL0000903,PO202500158,20250715,SUP005,P000296,21,1.89,39.69,Received
PL0000904,PO202500158,20250715,SUP005,P000275,25,2.29,57.25,Received
PL0000905,PO202400159,20240315,SUP013,P000050,28,5.49,153.72,Received
PL0000906,PO202400159,20240315,SUP013,P000034,24,5.99,143.76,Received
PL0000907,PO202400159,20240315,SUP013,P000033,25,5.19,129.75,Received
PL0000908,PO202400159,20240315,SUP013,P000037,25,4.29,107.25,Received
PL0000909,PO202400159,20240315,SUP013,P000056,21,5.99,125.79,Received
PL0000910,PO202400159,20240315,SUP013,P000055,23,5.19,119.37,Received
PL0000911,PO202400159,20240315,SUP013,P000051,27,5.69,153.63,Received
PL0000912,PO202500160,20251215,SUP014,P000150,22,1.19,26.18,Received
PL0000913,PO202500160,20251215,SUP014,P000162,23,5.99,137.77,Received
PL0000914,PO202500160,20251215,SUP014,P000164,21,5.29,111.09,Received
PL0000915,PO202500160,20251215,SUP014,P000171,22,1.69,37.18,Received
PL0000916,PO202500161,20250115,SUP011,P000847,23,12.99,298.77,Received
PL0000917,PO202400162,20240815,SUP029,P000424,26,3.49,90.74,Received
PL0000918,PO202400162,20240815,SUP029,P000437,25,2.19,54.75,Received
PL0000919,PO202400162,20240815,SUP029,P000449,23,2.79,64.17,Received
PL0000920,PO202400162,20240815,SUP029,P000412,26,3.99,103.74,Received
PL0000921,PO202400162,20240815,SUP029,P000408,23,2.89,66.47,Received
PL0000922,PO202400162,20240815,SUP029,P000406,22,3.49,76.78,Received
PL0000923,PO202400162,20240815,SUP029,P000429,28,1.49,41.72,Received
PL0000924,PO202400162,20240815,SUP029,P000385,26,1.09,28.34,Received
PL0000925,PO202400163,20241015,SUP006,P000419,21,3.49,73.29,Received
PL0000926,PO202400163,20241015,SUP006,P000389,23,1.19,27.37,Received
PL0000927,PO202400163,20241015,SUP006,P000409,21,3.49,73.29,Received
PL0000928,PO202400163,20241015,SUP006,P000388,21,1.19,24.99,Received
PL0000929,PO202400163,20241015,SUP006,P000425,25,3.49,87.25,Received
PL0000930,PO202400163,20241015,SUP006,P000401,22,8.49,186.78,Received
PL0000931,PO202400163,20241015,SUP006,P000427,26,1.39,36.14,Received
PL0000932,PO202400163,20241015,SUP006,P000400,23,3.49,80.27,Received
PL0000933,PO202500164,20250415,SUP009,P000671,21,12.49,262.29,Received
PL0000934,PO202500164,20250415,SUP009,P000664,24,13.99,335.76,Received
PL0000935,PO202500164,20250415,SUP009,P000674,23,27.99,643.77,Received
PL0000936,PO202500164,20250415,SUP009,P000675,23,24.99,574.77,Received
PL0000937,PO202500164,20250415,SUP009,P000661,22,21.99,483.78,Received
PL0000938,PO202500164,20250415,SUP009,P000670,23,12.99,298.77,Received
PL0000939,PO202500164,20250415,SUP009,P000710,21,19.99,419.79,Received
PL0000940,PO202500164,20250415,SUP009,P000666,23,17.49,402.27,Received
PL0000941,PO202500165,20250615,SUP029,P000445,23,1.99,45.77,Pending
PL0000942,PO202500165,20250615,SUP029,P000429,23,1.49,34.27,Pending
PL0000943,PO202500165,20250615,SUP029,P000377,23,2.99,68.77,Pending
PL0000944,PO202500165,20250615,SUP029,P000449,21,2.79,58.59,Pending
PL0000945,PO202500166,20250515,SUP023,P000104,21,3.49,73.29,Received
PL0000946,PO202500166,20250515,SUP023,P000073,26,2.39,62.14,Received
PL0000947,PO202500166,20250515,SUP023,P000083,22,3.29,72.38,Received
PL0000948,PO202500166,20250515,SUP023,P000117,24,3.59,86.16,Received
PL0000949,PO202500166,20250515,SUP023,P000090,22,12.99,285.78,Received
PL0000950,PO202500166,20250515,SUP023,P000128,24,4.19,100.56,Received
PL0000951,PO202500166,20250515,SUP023,P000091,23,13.49,310.27,Received
PL0000952,PO202400167,20241015,SUP001,P000631,24,8.49,203.76,Received
PL0000953,PO202400167,20241015,SUP001,P000053,27,3.49,94.23,Received
PL0000954,PO202400167,20241015,SUP001,P000049,22,4.19,92.18,Received
PL0000955,PO202400167,20241015,SUP001,P000042,24,3.99,95.76,Received
PL0000956,PO202400167,20241015,SUP001,P000043,23,4.29,98.67,Received
PL0000957,PO202400168,20240415,SUP011,P000849,22,6.99,153.78,Received
PL0000958,PO202500169,20251215,SUP002,P000101,24,3.09,74.16,Received
PL0000959,PO202500169,20251215,SUP002,P000109,23,4.29,98.67,Received
PL0000960,PO202500169,20251215,SUP002,P000125,24,5.19,124.56,Received
PL0000961,PO202500169,20251215,SUP002,P000089,26,4.49,116.74,Received
PL0000962,PO202500169,20251215,SUP002,P000075,25,3.49,87.25,Received
PL0000963,PO202500169,20251215,SUP002,P000096,23,2.99,68.77,Received
PL0000964,PO202500169,20251215,SUP002,P000127,21,4.19,87.99,Received
PL0000965,PO202500170,20250315,SUP002,P000072,27,2.69,72.63,Received
PL0000966,PO202500170,20250315,SUP002,P000100,22,4.19,92.18,Received
PL0000967,PO202500170,20250315,SUP002,P000077,26,2.49,64.74,Received
PL0000968,PO202500170,20250315,SUP002,P000085,22,4.79,105.38,Received
PL0000969,PO202500170,20250315,SUP002,P000130,23,4.59,105.57,Received
PL0000970,PO202500170,20250315,SUP002,P000106,29,3.89,112.81,Received
PL0000971,PO202500170,20250315,SUP002,P000081,23,2.99,68.77,Received
PL0000972,PO202500170,20250315,SUP002,P000129,23,4.49,103.27,Received
PL0000973,PO202500171,20250715,SUP014,P000138,22,3.89,85.58,Received
PL0000974,PO202500171,20250715,SUP014,P000203,27,3.29,88.83,Received
PL0000975,PO202500171,20250715,SUP014,P000210,26,3.99,103.74,Received
PL0000976,PO202500171,20250715,SUP014,P000207,22,3.29,72.38,Received
PL0000977,PO202500171,20250715,SUP014,P000150,25,1.19,29.75,Received
PL0000978,PO202500171,20250715,SUP014,P000199,22,2.99,65.78,Received
PL0000979,PO202500172,20250415,SUP011,P000848,27,39.99,1079.73,Received
PL0000980,PO202500172,20250415,SUP011,P000842,21,5.99,125.79,Received
PL0000981,PO202500172,20250415,SUP011,P000847,23,12.99,298.77,Received
PL0000982,PO202500173,20250615,SUP003,P000198,23,1.29,29.67,Received
PL0000983,PO202500173,20250615,SUP003,P000179,24,2.49,59.76,Received
PL0000984,PO202500173,20250615,SUP003,P000194,27,1.49,40.23,Received
PL0000985,PO202500173,20250615,SUP003,P000158,24,2.99,71.76,Received
PL0000986,PO202500173,20250615,SUP003,P000181,21,5.49,115.29,Received
PL0000987,PO202500173,20250615,SUP003,P000190,21,1.29,27.09,Received
PL0000988,PO202400174,20241015,SUP023,P000090,25,12.99,324.75,Received
PL0000989,PO202400174,20241015,SUP023,P000108,22,5.19,114.18,Received
PL0000990,PO202400174,20241015,SUP023,P000073,21,2.39,50.19,Received
PL0000991,PO202400174,20241015,SUP023,P000083,24,3.29,78.96,Received
PL0000992,PO202500175,20250215,SUP011,P000849,24,6.99,167.76,Received
PL0000993,PO202400176,20240915,SUP006,P000383,21,0.99,20.79,Received
PL0000994,PO202400176,20240915,SUP006,P000422,26,3.29,85.54,Received
PL0000995,PO202400176,20240915,SUP006,P000446,26,3.29,85.54,Received
PL0000996,PO202400176,20240915,SUP006,P000414,28,1.89,52.92,Received
PL0000997,PO202400176,20240915,SUP006,P000421,30,3.29,98.7,Received
PL0000998,PO202500177,20250715,SUP010,P000770,21,8.99,188.79,Received
PL0000999,PO202500177,20250715,SUP010,P000736,23,4.29,98.67,Received
PL0001000,PO202500177,20250715,SUP010,P000769,29,4.99,144.71,Received
PL0001001,PO202500177,20250715,SUP010,P000750,26,3.99,103.74,Received
PL0001002,PO202500177,20250715,SUP010,P000743,21,5.49,115.29,Received
PL0001003,PO202500177,20250715,SUP010,P000733,21,6.49,136.29,Received
PL0001004,PO202500177,20250715,SUP010,P000765,22,8.99,197.78,Received
PL0001005,PO202500177,20250715,SUP010,P000757,22,8.99,197.78,Received
PL0001006,PO202400178,20240615,SUP005,P000353,30,5.99,179.7,Received
PL0001007,PO202400178,20240615,SUP005,P000292,26,2.49,64.74,Received
PL0001008,PO202400178,20240615,SUP005,P000341,24,3.89,93.36,Received
PL0001009,PO202400178,20240615,SUP005,P000350,24,1.69,40.56,Received
PL0001010,PO202400178,20240615,SUP005,P000273,26,2.29,59.54,Received
PL0001011,PO202400178,20240615,SUP005,P000359,21,5.99,125.79,Received
PL0001012,PO202400178,20240615,SUP005,P000271,23,2.29,52.67,Received
PL0001013,PO202400178,20240615,SUP005,P000291,23,1.89,43.47,Received
PL0001014,PO202500179,20250515,SUP006,P000422,23,3.29,75.67,Received
PL0001015,PO202500179,20250515,SUP006,P000410,22,3.49,76.78,Received
PL0001016,PO202500179,20250515,SUP006,P000431,23,1.49,34.27,Received
PL0001017,PO202500179,20250515,SUP006,P000443,27,3.69,99.63,Received
PL0001018,PO202500179,20250515,SUP006,P000367,26,2.99,77.74,Received
PL0001019,PO202500179,20250515,SUP006,P000400,21,3.49,73.29,Received
PL0001020,PO202400180,20240615,SUP003,P000198,21,1.29,27.09,Received
PL0001021,PO202400180,20240615,SUP003,P000159,21,3.49,73.29,Received
PL0001022,PO202400180,20240615,SUP003,P000626,22,3.99,87.78,Received
PL0001023,PO202400180,20240615,SUP003,P000178,28,1.79,50.12,Received
PL0001024,PO202400180,20240615,SUP003,P000636,22,3.99,87.78,Received
PL0001025,PO202500181,20250715,SUP006,P000404,24,2.99,71.76,Received
PL0001026,PO202500181,20250715,SUP006,P000435,24,4.49,107.76,Received
PL0001027,PO202500181,20250715,SUP006,P000414,22,1.89,41.58,Received
PL0001028,PO202500181,20250715,SUP006,P000396,28,2.29,64.12,Received
PL0001029,PO202500181,20250715,SUP006,P000421,24,3.29,78.96,Received
PL0001030,PO202500181,20250715,SUP006,P000407,23,2.99,68.77,Received
PL0001031,PO202500181,20250715,SUP006,P000378,22,3.49,76.78,Received
PL0001032,PO202500182,20250515,SUP007,P000469,27,1.69,45.63,Received
PL0001033,PO202500182,20250515,SUP007,P000475,22,1.79,39.38,Received
PL0001034,PO202500182,20250515,SUP007,P000500,21,3.29,69.09,Received
PL0001035,PO202500182,20250515,SUP007,P000456,25,1.79,44.75,Received
PL0001036,PO202500182,20250515,SUP007,P000578,24,5.49,131.76,Received
PL0001037,PO202500182,20250515,SUP007,P000512,23,7.99,183.77,Received
PL0001038,PO202400183,20240215,SUP029,P000377,23,2.99,68.77,Received
PL0001039,PO202400183,20240215,SUP029,P000439,22,5.49,120.78,Received
PL0001040,PO202400183,20240215,SUP029,P000406,21,3.49,73.29,Received
PL0001041,PO202400183,20240215,SUP029,P000415,26,1.99,51.74,Received
PL0001042,PO202400183,20240215,SUP029,P000393,23,2.49,57.27,Received
PL0001043,PO202400183,20240215,SUP029,P000379,21,4.49,94.29,Received
PL0001044,PO202400184,20240315,SUP023,P000090,25,12.99,324.75,Received
PL0001045,PO202400184,20240315,SUP023,P000087,23,4.29,98.67,Received
PL0001046,PO202400184,20240315,SUP023,P000104,24,3.49,83.76,Received
PL0001047,PO202400184,20240315,SUP023,P000073,23,2.39,54.97,Received
PL0001048,PO202400184,20240315,SUP023,P000117,26,3.59,93.34,Received
PL0001049,PO202400184,20240315,SUP023,P000112,23,4.39,100.97,Received
PL0001050,PO202400184,20240315,SUP023,P000128,23,4.19,96.37,Received
PL0001051,PO202500185,20250915,SUP023,P000123,23,4.99,114.77,Received
PL0001052,PO202500185,20250915,SUP023,P000083,23,3.29,75.67,Received
PL0001053,PO202500185,20250915,SUP023,P000124,23,5.39,123.97,Received
PL0001054,PO202500185,20250915,SUP023,P000087,22,4.29,94.38,Received
PL0001055,PO202400186,20241015,SUP013,P000038,21,4.29,90.09,Received
PL0001056,PO202400186,20241015,SUP013,P000037,26,4.29,111.54,Received
PL0001057,PO202400186,20241015,SUP013,P000032,23,5.19,119.37,Received
PL0001058,PO202400186,20241015,SUP013,P000039,22,4.39,96.58,Received
PL0001059,PO202400186,20241015,SUP013,P000066,26,5.29,137.54,Received
PL0001060,PO202400186,20241015,SUP013,P000056,22,5.99,131.78,Received
PL0001061,PO202500187,20250215,SUP011,P000849,24,6.99,167.76,Pending
PL0001062,PO202400188,20240915,SUP010,P000739,21,4.99,104.79,Received
PL0001063,PO202400188,20240915,SUP010,P000737,21,3.99,83.79,Received
PL0001064,PO202400188,20240915,SUP010,P000742,21,6.99,146.79,Received
PL0001065,PO202400188,20240915,SUP010,P000763,23,9.99,229.77,Received
PL0001066,PO202400188,20240915,SUP010,P000738,25,5.49,137.25,Received
PL0001067,PO202400188,20240915,SUP010,P000712,23,13.49,310.27,Received
PL0001068,PO202400189,20240415,SUP016,P000331,24,3.49,83.76,Received
PL0001069,PO202400189,20240415,SUP016,P000334,23,3.29,75.67,Received
PL0001070,PO202400189,20240415,SUP016,P000326,21,1.79,37.59,Received
PL0001071,PO202400189,20240415,SUP016,P000346,21,5.49,115.29,Received
PL0001072,PO202500190,20251015,SUP014,P000172,21,2.99,62.79,Received
PL0001073,PO202500190,20251015,SUP014,P000133,23,1.29,29.67,Received
PL0001074,PO202500190,20251015,SUP014,P000163,23,5.29,121.67,Received
PL0001075,PO202500190,20251015,SUP014,P000136,24,1.19,28.56,Received
PL0001076,PO202500190,20251015,SUP014,P000201,21,2.19,45.99,Received
PL0001077,PO202500190,20251015,SUP014,P000140,25,1.69,42.25,Received
PL0001078,PO202500190,20251015,SUP014,P000195,27,1.49,40.23,Received
PL0001079,PO202500190,20251015,SUP014,P000153,25,3.99,99.75,Received
PL0001080,PO202400191,20241115,SUP023,P000092,22,14.29,314.38,Received
PL0001081,PO202400191,20241115,SUP023,P000128,29,4.19,121.51,Received
PL0001082,PO202400191,20241115,SUP023,P000116,22,3.49,76.78,Received
PL0001083,PO202400191,20241115,SUP023,P000098,21,2.59,54.39,Received
PL0001084,PO202400191,20241115,SUP023,P000079,24,2.89,69.36,Received
PL0001085,PO202400191,20241115,SUP023,P000082,28,3.19,89.32,Received
PL0001086,PO202400192,20240215,SUP007,P000471,25,1.69,42.25,Received
PL0001087,PO202400192,20240215,SUP007,P000551,28,4.49,125.72,Received
PL0001088,PO202400192,20240215,SUP007,P000473,22,1.69,37.18,Received
PL0001089,PO202400192,20240215,SUP007,P000475,25,1.79,44.75,Received
PL0001090,PO202400192,20240215,SUP007,P000458,25,1.79,44.75,Received
PL0001091,PO202400192,20240215,SUP007,P000564,21,4.29,90.09,Received
PL0001092,PO202400193,20241215,SUP005,P000327,24,5.99,143.76,Received
PL0001093,PO202400193,20241215,SUP005,P000296,23,1.89,43.47,Received
